scrape_date,rank,provider,product_name,aer,duplicate_key
2026-06-30,1,Oxbury Bank,Easy Access Bonus Rate Summer Saver 1,5.01,Oxbury Bank|Easy Access Bonus Rate Summer Saver 1|5.01
2026-06-30,2,LemFi,LemFi Instant Access Savings Account,5.00,LemFi|LemFi Instant Access Savings Account|5.00
2026-06-30,3,Revolut,Instant Access Savings - Metal,5.00,Revolut|Instant Access Savings - Metal|5.00
2026-06-30,4,Revolut,Instant Access Savings - Plus,5.00,Revolut|Instant Access Savings - Plus|5.00
2026-06-30,5,Revolut,Instant Access Savings - Premium,5.00,Revolut|Instant Access Savings - Premium|5.00
2026-06-30,6,Revolut,Instant Access Savings - Standard,5.00,Revolut|Instant Access Savings - Standard|5.00
2026-06-30,7,Revolut,Instant Access Savings - Ultra,5.00,Revolut|Instant Access Savings - Ultra|5.00
2026-06-30,8,Chase,Chase Saver With Boosted Rate,4.50,Chase|Chase Saver With Boosted Rate|4.50
2026-06-30,9,Coventry BS,3 Access Saver - 1 Year (2),4.30,Coventry BS|3 Access Saver - 1 Year (2)|4.30
2026-06-30,10,Ulster Bank,Limited Edition Saver Account - Issue 3,4.30,Ulster Bank|Limited Edition Saver Account - Issue 3|4.30
2026-06-30,11,United Trust Bank,UTB Limited Access Saver Account,4.30,United Trust Bank|UTB Limited Access Saver Account|4.30
2026-06-30,12,thisbank,Triple Access Savings Account,4.28,thisbank|Triple Access Savings Account|4.28
2026-06-30,13,Mansfield BS,Triple Access Bonus Saver (1st Issue),4.25,Mansfield BS|Triple Access Bonus Saver (1st Issue)|4.25
2026-06-30,14,Cynergy Bank,Online Easy Access Account (Issue 99),4.23,Cynergy Bank|Online Easy Access Account (Issue 99)|4.23
2026-06-30,15,Sidekick,Sidekick Multi Shield,4.23,Sidekick|Sidekick Multi Shield|4.23
2026-06-30,16,Secure Trust Bank,Access Account (Issue 29),4.21,Secure Trust Bank|Access Account (Issue 29)|4.21
2026-06-30,17,Yorkshire Building Society,Triple Access eSaver,4.20,Yorkshire Building Society|Triple Access eSaver|4.20
2026-06-30,18,Hampshire Trust Bank,Easy Access Online Saver (Issue 36),4.18,Hampshire Trust Bank|Easy Access Online Saver (Issue 36)|4.18
2026-06-30,19,Sidekick,Sidekick Easy Access 8,4.17,Sidekick|Sidekick Easy Access 8|4.17
2026-06-30,20,cahoot,cahoot Simple Saver (Issue 16),4.17,cahoot|cahoot Simple Saver (Issue 16)|4.17
2026-06-30,21,Tesco Bank,Internet Saver,4.16,Tesco Bank|Internet Saver|4.16
2026-06-30,22,Vida Savings,Double Access Saver Issue 1,4.16,Vida Savings|Double Access Saver Issue 1|4.16
2026-06-30,23,Virgin Money,Double Take E-Saver Issue 19,4.16,Virgin Money|Double Take E-Saver Issue 19|4.16
2026-06-30,24,Family Building Society,Online Saver (12),4.15,Family Building Society|Online Saver (12)|4.15
2026-06-30,25,LHV Bank,Easy Access,4.15,LHV Bank|Easy Access|4.15
2026-06-30,26,Manchester BS,Manchester Rainy Day Saver,4.15,Manchester BS|Manchester Rainy Day Saver|4.15
2026-06-30,27,Post Office Money®,Online Saver Issue 88,4.15,Post Office Money®|Online Saver Issue 88|4.15
2026-06-30,28,OakNorth Bank,Easy Access Tracker - Issue 13,4.14,OakNorth Bank|Easy Access Tracker - Issue 13|4.14
2026-06-30,29,Shawbrook Bank,Bonus Easy Access Savings Account - Issue 5,4.13,Shawbrook Bank|Bonus Easy Access Savings Account - Issue 5|4.13
2026-06-30,30,SAGA,Saga Easy Access Savings Account,4.11,SAGA|Saga Easy Access Savings Account|4.11
2026-06-30,31,Cambridge BS,Double Access Saver,4.10,Cambridge BS|Double Access Saver|4.10
2026-06-30,32,Vanquis Bank,Triple Access Saver (Issue 4),4.08,Vanquis Bank|Triple Access Saver (Issue 4)|4.08
2026-06-30,33,AA,Easy Access Savings,4.07,AA|Easy Access Savings|4.07
2026-06-30,34,Charter Savings Bank,Easy Access - Issue 77,4.07,Charter Savings Bank|Easy Access - Issue 77|4.07
2026-06-30,35,Harpenden BS,Online Single Access (Issue 3),4.06,Harpenden BS|Online Single Access (Issue 3)|4.06
2026-06-30,36,Investec Bank plc,Easy Access Account,4.05,Investec Bank plc|Easy Access Account|4.05
2026-06-30,37,Kent Reliance,Limited Access Saver - Issue 2,4.05,Kent Reliance|Limited Access Saver - Issue 2|4.05
2026-06-30,38,West Brom BS,Four Access Saver (Issue 6),4.05,West Brom BS|Four Access Saver (Issue 6)|4.05
2026-06-30,39,Hodge Bank,Easy Access Issue 1,4.01,Hodge Bank|Easy Access Issue 1|4.01
2026-06-30,40,Aldermore,Double Access Account (Issue 8),4.00,Aldermore|Double Access Account (Issue 8)|4.00
2026-06-30,41,Dudley BS,2 Access Bonus Saver Issue 2,4.00,Dudley BS|2 Access Bonus Saver Issue 2|4.00
2026-06-30,42,Hanley Economic BS,Dual Access Saver Issue 3,4.00,Hanley Economic BS|Dual Access Saver Issue 3|4.00
2026-06-30,43,Santander,First Home Saver (Issue 1),4.00,Santander|First Home Saver (Issue 1)|4.00
2026-06-30,44,Snoop,Snoop Easy Access Savings Account (Issue 4),4.00,Snoop|Snoop Easy Access Savings Account (Issue 4)|4.00
2026-06-30,45,Vida Savings,Easy Access Account,4.00,Vida Savings|Easy Access Account|4.00
2026-06-30,46,Harpenden BS,Hart Saver (Issue 1),3.96,Harpenden BS|Hart Saver (Issue 1)|3.96
2026-06-30,47,Leeds BS,Online Access Saver (Issue 20),3.95,Leeds BS|Online Access Saver (Issue 20)|3.95
2026-06-30,48,RCI Bank UK,Freedom Savings Account,3.95,RCI Bank UK|Freedom Savings Account|3.95
2026-06-30,49,Whiteaway Laidlaw,Easy Access Account,3.95,Whiteaway Laidlaw|Easy Access Account|3.95
2026-06-30,50,Atom Bank,Easy Access Account,3.91,Atom Bank|Easy Access Account|3.91
2026-06-30,51,Buckinghamshire BS,Bucks Easy Access Tracker,3.90,Buckinghamshire BS|Bucks Easy Access Tracker|3.90
2026-06-30,52,Melton BS,Easy Access Account,3.90,Melton BS|Easy Access Account|3.90
2026-06-30,53,QIB (UK),Easy Access Account,3.90,QIB (UK)|Easy Access Account|3.90
2026-06-30,54,Skipton BS,Branch Two Access Saver Issue 1,3.90,Skipton BS|Branch Two Access Saver Issue 1|3.90
2026-06-30,55,Skipton BS,Two Access Saver Issue 1,3.90,Skipton BS|Two Access Saver Issue 1|3.90
2026-06-30,56,Family Building Society,Market Tracker Saver (1),3.88,Family Building Society|Market Tracker Saver (1)|3.88
2026-06-30,57,Shawbrook Bank,Easy Access Plus - Issue 3,3.88,Shawbrook Bank|Easy Access Plus - Issue 3|3.88
2026-06-30,58,Castle Trust Bank,Easy Access Account,3.86,Castle Trust Bank|Easy Access Account|3.86
2026-06-30,59,Close Brothers Savings,Easy Access Account Issue 9,3.85,Close Brothers Savings|Easy Access Account Issue 9|3.85
2026-06-30,60,Leeds BS,1 Year Single Access Saver (Issue 4),3.85,Leeds BS|1 Year Single Access Saver (Issue 4)|3.85
2026-06-30,61,UBL UK,High Saver Easy Access Account,3.85,UBL UK|High Saver Easy Access Account|3.85
2026-06-30,62,Spring,Easy Saver,3.82,Spring|Easy Saver|3.82
2026-06-30,63,thisbank,Easy Access Savings Account,3.82,thisbank|Easy Access Savings Account|3.82
2026-06-30,64,Chip,Chip Easy Access Account,3.81,Chip|Chip Easy Access Account|3.81
2026-06-30,65,Chorley Building Society,Online Saver (Triple Access),3.80,Chorley Building Society|Online Saver (Triple Access)|3.80
2026-06-30,66,Dudley BS,3 Access Bonus Saver,3.80,Dudley BS|3 Access Bonus Saver|3.80
2026-06-30,67,Nottingham BS,Bonus Access Saver 16,3.80,Nottingham BS|Bonus Access Saver 16|3.80
2026-06-30,68,Tipton & Coseley BS,Easy Access Account,3.80,Tipton & Coseley BS|Easy Access Account|3.80
2026-06-30,69,UBL UK,Easy Access Account,3.80,UBL UK|Easy Access Account|3.80
2026-06-30,70,Vida Savings,Easy Access Issue 3,3.80,Vida Savings|Easy Access Issue 3|3.80
2026-06-30,71,Investec Save,Online Flexi Saver,3.79,Investec Save|Online Flexi Saver|3.79
2026-06-30,72,Chetwood Bank,Easy Access,3.78,Chetwood Bank|Easy Access|3.78
2026-06-30,73,Aldermore,Easy Access Account,3.77,Aldermore|Easy Access Account|3.77
2026-06-30,74,Buckinghamshire BS,Online Single Access Saver,3.76,Buckinghamshire BS|Online Single Access Saver|3.76
2026-06-30,75,Investec Bank plc,Easy Access Account,3.76,Investec Bank plc|Easy Access Account|3.76
2026-06-30,76,Earl Shilton BS,Bonus One Account,3.75,Earl Shilton BS|Bonus One Account|3.75
2026-06-30,77,Furness BS,Easy Access Account,3.75,Furness BS|Easy Access Account|3.75
2026-06-30,78,GB Bank,Easy Access Issue 4 Account,3.75,GB Bank|Easy Access Issue 4 Account|3.75
2026-06-30,79,Kent Reliance,Easy Access Savings Account - Issue 16,3.75,Kent Reliance|Easy Access Savings Account - Issue 16|3.75
2026-06-30,80,Kent Reliance,Exclusive Easy Access Account - Issue 16,3.75,Kent Reliance|Exclusive Easy Access Account - Issue 16|3.75
2026-06-30,81,LHV Bank,Easy Access Account,3.75,LHV Bank|Easy Access Account|3.75
2026-06-30,82,Marcus by Goldman Sachs®,Online Savings Account,3.75,Marcus by Goldman Sachs®|Online Savings Account|3.75
2026-06-30,83,United Trust Bank,UTB Easy Access Account,3.75,United Trust Bank|UTB Easy Access Account|3.75
2026-06-30,84,Monument Bank,Limited Access Saver,3.74,Monument Bank|Limited Access Saver|3.74
2026-06-30,85,Atom Bank,Easy Access Account,3.67,Atom Bank|Easy Access Account|3.67
2026-06-30,86,Allica Bank,Easy Access Account,3.65,Allica Bank|Easy Access Account|3.65
2026-06-30,87,Bath BS,Limited Access Account,3.65,Bath BS|Limited Access Account|3.65
2026-06-30,88,Cambridge BS,Your Saver,3.65,Cambridge BS|Your Saver|3.65
2026-06-30,89,Furness BS,Double Access Saver (Issue 2),3.65,Furness BS|Double Access Saver (Issue 2)|3.65
2026-06-30,90,Monzo Bank,Select Access Savings Pot - Max,3.65,Monzo Bank|Select Access Savings Pot - Max|3.65
2026-06-30,91,Monzo Bank,Select Access Savings Pot - Perks,3.65,Monzo Bank|Select Access Savings Pot - Perks|3.65
2026-06-30,92,Saffron BS,Enviro Saver Account Issue 4,3.65,Saffron BS|Enviro Saver Account Issue 4|3.65
2026-06-30,93,Skipton BS,Branch Four Access Saver Issue 1,3.65,Skipton BS|Branch Four Access Saver Issue 1|3.65
2026-06-30,94,Skipton BS,Four Access Saver Issue 1,3.65,Skipton BS|Four Access Saver Issue 1|3.65
2026-06-30,95,Yorkshire Building Society,Easy Access Saver Issue 3,3.65,Yorkshire Building Society|Easy Access Saver Issue 3|3.65
2026-06-30,96,Plum,Easy Access Savings Pocket - Max,3.63,Plum|Easy Access Savings Pocket - Max|3.63
2026-06-30,97,Monument Bank,Easy Access Account,3.62,Monument Bank|Easy Access Account|3.62
2026-06-30,98,Dudley BS,3 Access Bonus Saver,3.60,Dudley BS|3 Access Bonus Saver|3.60
2026-06-30,99,Dudley BS,Branch Instant Access Saver,3.60,Dudley BS|Branch Instant Access Saver|3.60
2026-06-30,100,Dudley BS,Branch Instant Access Saver (Monthly),3.60,Dudley BS|Branch Instant Access Saver (Monthly)|3.60
2026-06-30,101,Loughborough BS,Access x1,3.60,Loughborough BS|Access x1|3.60
2026-06-30,102,Suffolk Building Society,Single Access Saver,3.60,Suffolk Building Society|Single Access Saver|3.60
2026-06-30,103,Brown Shipley,Easy Access Account,3.58,Brown Shipley|Easy Access Account|3.58
2026-06-30,104,Chetwood Bank,Easy Access Account,3.58,Chetwood Bank|Easy Access Account|3.58
2026-06-30,105,Tipton & Coseley BS,Monthly Income Savings Account,3.56,Tipton & Coseley BS|Monthly Income Savings Account|3.56
2026-06-30,106,Darlington BS,Single Access Saver (Issue 4),3.55,Darlington BS|Single Access Saver (Issue 4)|3.55
2026-06-30,107,Teachers BS,Double Access Savings for Teachers (Issue 1),3.55,Teachers BS|Double Access Savings for Teachers (Issue 1)|3.55
2026-06-30,108,Ford Money,Flexible Saver,3.54,Ford Money|Flexible Saver|3.54
2026-06-30,109,Monument Bank,Easy Access Savings,3.52,Monument Bank|Easy Access Savings|3.52
2026-06-30,110,Chip,Chip Instant Access Account,3.51,Chip|Chip Instant Access Account|3.51
2026-06-30,111,Kroo Bank Ltd,Easy Access Account,3.51,Kroo Bank Ltd|Easy Access Account|3.51
2026-06-30,112,Chorley Building Society,Easy Access Saver (1 Withdrawal),3.50,Chorley Building Society|Easy Access Saver (1 Withdrawal)|3.50
2026-06-30,113,Dudley BS,The Bridgnorth Lions Club Saver Issue 3,3.50,Dudley BS|The Bridgnorth Lions Club Saver Issue 3|3.50
2026-06-30,114,Monmouthshire BS,Access Bonus Account - Issue 3,3.50,Monmouthshire BS|Access Bonus Account - Issue 3|3.50
2026-06-30,115,Monument Bank,Limited Access Saver,3.50,Monument Bank|Limited Access Saver|3.50
2026-06-30,116,OakNorth Bank,Easy Access Account,3.50,OakNorth Bank|Easy Access Account|3.50
2026-06-30,117,Teachers BS,Double Access Savings for Everyone (Issue 1),3.50,Teachers BS|Double Access Savings for Everyone (Issue 1)|3.50
2026-06-30,118,Ulster Bank,Loyalty Saver,3.50,Ulster Bank|Loyalty Saver|3.50
2026-06-30,119,Atom Bank,Instant Saver Reward,3.49,Atom Bank|Instant Saver Reward|3.49
2026-06-30,120,Ecology Building Society,Eco Double Access Saver,3.45,Ecology Building Society|Eco Double Access Saver|3.45
2026-06-30,121,Loughborough BS,Access x2,3.45,Loughborough BS|Access x2|3.45
2026-06-30,122,National Savings & Investments,Income Bonds,3.45,National Savings & Investments|Income Bonds|3.45
2026-06-30,123,National Savings & Investments,NS&I Direct Saver,3.45,National Savings & Investments|NS&I Direct Saver|3.45
2026-06-30,124,Newcastle BS,Newcastle Double Access Saver (Issue 4),3.45,Newcastle BS|Newcastle Double Access Saver (Issue 4)|3.45
2026-06-30,125,RateSetter,Easy Access Account,3.45,RateSetter|Easy Access Account|3.45
2026-06-30,126,Saffron BS,Everyday Saver Issue 2,3.45,Saffron BS|Everyday Saver Issue 2|3.45
2026-06-30,127,Saffron BS,Online Saver Issue 1,3.45,Saffron BS|Online Saver Issue 1|3.45
2026-06-30,128,Teachers BS,Easy Access Account,3.45,Teachers BS|Easy Access Account|3.45
2026-06-30,129,Harpenden BS,Online Instant Access (Issue 3),3.40,Harpenden BS|Online Instant Access (Issue 3)|3.40
2026-06-30,130,Tandem Bank,Instant Access Savings Account,3.40,Tandem Bank|Instant Access Savings Account|3.40
2026-06-30,131,Dudley BS,2 Access Bonus Saver Issue 2,3.35,Dudley BS|2 Access Bonus Saver Issue 2|3.35
2026-06-30,132,Dudley BS,Easy Access Online (Monthly Interest) Issue 4,3.35,Dudley BS|Easy Access Online (Monthly Interest) Issue 4|3.35
2026-06-30,133,Dudley BS,Easy Access Saver Online Issue 10,3.35,Dudley BS|Easy Access Saver Online Issue 10|3.35
2026-06-30,134,HSBC,Online Bonus Saver,3.35,HSBC|Online Bonus Saver|3.35
2026-06-30,135,Principality BS,Branch 5 Access Bonus Saver Issue 2,3.35,Principality BS|Branch 5 Access Bonus Saver Issue 2|3.35
2026-06-30,136,Principality BS,Online Bonus 5 Access (Issue 4),3.35,Principality BS|Online Bonus 5 Access (Issue 4)|3.35
2026-06-30,137,Suffolk Building Society,Triple Access Saver,3.35,Suffolk Building Society|Triple Access Saver|3.35
2026-06-30,138,"Wealthify, an Aviva company",Instant Access Savings Account,3.35,"Wealthify, an Aviva company|Instant Access Savings Account|3.35"
2026-06-30,139,first direct,Bonus Savings Account,3.35,first direct|Bonus Savings Account|3.35
2026-06-30,140,Quilter Invest,GB Bank Base Rate Tracker,3.34,Quilter Invest|GB Bank Base Rate Tracker|3.34
2026-06-30,141,Nationwide BS,1 Year Triple Access Saver 3,3.30,Nationwide BS|1 Year Triple Access Saver 3|3.30
2026-06-30,142,Skipton BS,Branch Six Access Saver Issue 1,3.30,Skipton BS|Branch Six Access Saver Issue 1|3.30
2026-06-30,143,Skipton BS,Six Access Saver Issue 1,3.30,Skipton BS|Six Access Saver Issue 1|3.30
2026-06-30,144,The Co-operative Bank,Select Access Saver 5,3.28,The Co-operative Bank|Select Access Saver 5|3.28
2026-06-30,145,Oxbury Bank,Personal Easy Access Account (Issue 2),3.27,Oxbury Bank|Personal Easy Access Account (Issue 2)|3.27
2026-06-30,146,Emirates NBD,Easy Access Account,3.25,Emirates NBD|Easy Access Account|3.25
2026-06-30,147,Hanley Economic BS,Limited Access Saver,3.25,Hanley Economic BS|Limited Access Saver|3.25
2026-06-30,148,Melton BS,Limited Access Saver,3.25,Melton BS|Limited Access Saver|3.25
2026-06-30,149,Monzo Bank,Instant Access Savings Pot - Max,3.25,Monzo Bank|Instant Access Savings Pot - Max|3.25
2026-06-30,150,Monzo Bank,Instant Access Savings Pot - Perks,3.25,Monzo Bank|Instant Access Savings Pot - Perks|3.25
2026-06-30,151,Scottish BS,E-Saver Plus - Issue 8,3.25,Scottish BS|E-Saver Plus - Issue 8|3.25
2026-06-30,152,Scottish BS,Saver Plus - Issue 8,3.25,Scottish BS|Saver Plus - Issue 8|3.25
2026-06-30,153,Vanquis Bank,Easy Access Account (Issue 10),3.25,Vanquis Bank|Easy Access Account (Issue 10)|3.25
2026-06-30,154,Emma,Super Pot - Ultimate,3.24,Emma|Super Pot - Ultimate|3.24
2026-06-30,155,Emma,Easy Access Pot - Ultimate,3.20,Emma|Easy Access Pot - Ultimate|3.20
2026-06-30,156,Paragon Bank,Triple Access Savings Account - Issue 18,3.20,Paragon Bank|Triple Access Savings Account - Issue 18|3.20
2026-06-30,157,Plum,Easy Access Savings Pocket - Boost,3.20,Plum|Easy Access Savings Pocket - Boost|3.20
2026-06-30,158,Leeds BS,Five Access Saver,3.15,Leeds BS|Five Access Saver|3.15
2026-06-30,159,Loughborough BS,Access x3,3.15,Loughborough BS|Access x3|3.15
2026-06-30,160,Monzo Bank,Select Access Savings Pot,3.15,Monzo Bank|Select Access Savings Pot|3.15
2026-06-30,161,Monzo Bank,Select Access Savings Pot - Extra,3.15,Monzo Bank|Select Access Savings Pot - Extra|3.15
2026-06-30,162,Chorley Building Society,Easy Access Saver (2 Withdrawals),3.10,Chorley Building Society|Easy Access Saver (2 Withdrawals)|3.10
2026-06-30,163,Earl Shilton BS,Progress Account,3.10,Earl Shilton BS|Progress Account|3.10
2026-06-30,164,Monzo Bank,Select Access Savings Pot - Max,3.10,Monzo Bank|Select Access Savings Pot - Max|3.10
2026-06-30,165,Monzo Bank,Select Access Savings Pot - Perks,3.10,Monzo Bank|Select Access Savings Pot - Perks|3.10
2026-06-30,166,OakNorth Bank,Easy Access Account,3.10,OakNorth Bank|Easy Access Account|3.10
2026-06-30,167,Nottingham BS,Triple Access Saver,3.05,Nottingham BS|Triple Access Saver|3.05
2026-06-30,168,Charity Bank,Ethical Easy Access Account,3.04,Charity Bank|Ethical Easy Access Account|3.04
2026-06-30,169,Bank of Scotland,Advantage Saver,3.00,Bank of Scotland|Advantage Saver|3.00
2026-06-30,170,Furness BS,Triple Access Saver (Issue 2),3.00,Furness BS|Triple Access Saver (Issue 2)|3.00
2026-06-30,171,Halifax,Bonus Saver,3.00,Halifax|Bonus Saver|3.00
2026-06-30,172,Halifax,Reward Bonus Saver,3.00,Halifax|Reward Bonus Saver|3.00
2026-06-30,173,Lloyds Bank,Club Lloyds Advantage Saver,3.00,Lloyds Bank|Club Lloyds Advantage Saver|3.00
2026-06-30,174,Plum,Easy Access Savings Pocket - Basic,3.00,Plum|Easy Access Savings Pocket - Basic|3.00
2026-06-30,175,Plum,Easy Access Savings Pocket - Plus,3.00,Plum|Easy Access Savings Pocket - Plus|3.00
2026-06-30,176,Post Office Money®,Instant Saver Issue 34,3.00,Post Office Money®|Instant Saver Issue 34|3.00
2026-06-30,177,Progressive BS,Online Instant Access Saver Account (Issue 2),3.00,Progressive BS|Online Instant Access Saver Account (Issue 2)|3.00
2026-06-30,178,TSB,Save Well Limited Access Account,3.00,TSB|Save Well Limited Access Account|3.00
2026-06-30,179,Emma,Super Pot - Pro,2.97,Emma|Super Pot - Pro|2.97
2026-06-30,180,Gatehouse Bank,Easy Access Account,2.95,Gatehouse Bank|Easy Access Account|2.95
2026-06-30,181,Zopa,Smart Saver - Access Pot,2.95,Zopa|Smart Saver - Access Pot|2.95
2026-06-30,182,Emma,Easy Access Pot - Pro,2.93,Emma|Easy Access Pot - Pro|2.93
2026-06-30,183,Buckinghamshire BS,Single Access Saver,2.90,Buckinghamshire BS|Single Access Saver|2.90
2026-06-30,184,Darlington BS,Easy Access Saver,2.80,Darlington BS|Easy Access Saver|2.80
2026-06-30,185,Loughborough BS,Access x4,2.80,Loughborough BS|Access x4|2.80
2026-06-30,186,Loughborough BS,Barrow Upon Soar Library Saver - Access X4,2.80,Loughborough BS|Barrow Upon Soar Library Saver - Access X4|2.80
2026-06-30,187,Loughborough BS,Castle Donington Library Saver - Access X4,2.80,Loughborough BS|Castle Donington Library Saver - Access X4|2.80
2026-06-30,188,Loughborough BS,Rainbows Community Saver - Access X4,2.80,Loughborough BS|Rainbows Community Saver - Access X4|2.80
2026-06-30,189,AlRayan Bank,Everyday Saver (Issue 3),2.75,AlRayan Bank|Everyday Saver (Issue 3)|2.75
2026-06-30,190,Monzo Bank,Instant Access Savings Pot,2.75,Monzo Bank|Instant Access Savings Pot|2.75
2026-06-30,191,Monzo Bank,Instant Access Savings Pot - Extra,2.75,Monzo Bank|Instant Access Savings Pot - Extra|2.75
2026-06-30,192,United Trust Bank,UTB Limited Access Saver Account,2.75,United Trust Bank|UTB Limited Access Saver Account|2.75
2026-06-30,193,Shawbrook Bank,Easy Access Savings Account - Issue 45,2.70,Shawbrook Bank|Easy Access Savings Account - Issue 45|2.70
2026-06-30,194,State Bank of India,Limited Access Savings Account,2.65,State Bank of India|Limited Access Savings Account|2.65
2026-06-30,195,Monzo Bank,Select Access Savings Pot,2.60,Monzo Bank|Select Access Savings Pot|2.60
